year,name_first,name_last,ab,bb,so,obp,slg
2016,Blake,Lalli,13,0,3,.154,.231
2016,Rio,Ruiz,7,0,2,.286,.571
2016,Matt,Tuiasosopo,3,0,1,.000,.000
2016,Julio,Teheran,49,1,16,.220,.224
2016,Matt,Wisler,46,1,21,.167,.152
2016,Mike,Foltynewicz,36,1,19,.162,.167
2016,Aaron,Blair,21,0,9,.048,.048
2016,Bud,Norris,12,3,5,.375,.333
2016,Williams,Perez,17,0,5,.000,.000
2016,Joel,De,16,0,8,.188,.188
2016,Tyrell,Jenkins,13,0,4,.000,.000
2016,Robert,Whalen,10,0,3,.200,.200
2016,John,Gant,7,0,1,.000,.000
2016,Lucas,Harrell,8,0,2,.000,.000
2016,Jhoulys,Chacin,8,0,1,.250,.250
2016,Josh,Collmenter,6,0,6,.000,.000
2016,Ryan,Weber,6,0,3,.000,.000
2016,Roberto,Hernandez,4,0,3,.000,.000
2016,Casey,Kelly,2,0,1,.000,.000
2016,Jim,Johnson,1,0,1,.000,.000
2016,Ian,Krol,1,0,0,.000,.000
2016,Eric,O'Flaherty,0,0,0,0.0,0.0
2016,Hunter,Cervenka,0,0,0,0.0,0.0
2016,Jed,Bradley,0,0,0,0.0,0.0
2016,Chris,Withrow,0,0,0,0.0,0.0
2016,Mauricio,Cabrera,0,0,0,0.0,0.0
2016,Madison,Younginer,0,0,0,0.0,0.0
2016,Brandon,Cunniff,0,0,0,0.0,0.0
2016,Chaz,Roe,0,0,0,0.0,0.0
2016,Matt,Marksberry,0,0,0,0.0,0.0
2016,Jose,Ramirez,0,0,0,0.0,0.0
2016,Jason,Hursh,0,0,0,0.0,0.0
2016,Dan,Winkler,0,0,0,0.0,0.0
2016,Dario,Alvarez,0,0,0,0.0,0.0
2016,Jason,Grilli,0,0,0,0.0,0.0
2016,Arodys,Vizcaino,0,0,0,0.0,0.0
2016,Shae,Simmons,0,0,0,0.0,0.0
2016,Alexi,Ogando,0,0,0,0.0,0.0
2016,Matt,Wieters,423,32,85,.302,.409
2016,Chris,Davis,566,88,219,.332,.459
2016,Jonathan,Schoop,615,21,137,.298,.454
2016,J.J.,Hardy,405,26,68,.309,.407
2016,Manny,Machado,640,48,120,.343,.533
2016,Hyun,Soo,305,36,51,.382,.420
2016,Adam,Jones,619,39,115,.310,.436
2016,Mark,Trumbo,613,51,170,.316,.533
2016,Pedro,Alvarez,337,37,97,.322,.504
2016,Joey,Rickard,257,18,54,.319,.377
2016,Nolan,Reimold,203,22,62,.300,.365
2016,Ryan,Flaherty,157,17,48,.291,.318
2016,Caleb,Joseph,132,7,28,.216,.197
2016,Steve,Pearce,60,8,14,.329,.400
2016,Michael,Bourn,46,6,9,.358,.435
2016,Francisco,Pena,40,2,14,.238,.275
2016,Paul,Janish,31,3,3,.286,.226
2016,Drew,Stubbs,22,4,11,.296,.136
2016,Trey,Mancini,14,0,4,.400,1.071
2016,Julio,Borbon,13,0,3,.308,.308
2016,Dariel,Alvarez,3,1,0,.500,.667
2016,Yovani,Gallardo,4,1,1,.600,.500
2016,Wade,Miley,4,0,1,.250,.250
2016,Ubaldo,Jimenez,4,0,1,.000,.000
2016,Kevin,Gausman,2,1,2,.333,.000
2016,Dylan,Bundy,3,0,2,.000,.000
2016,Chris,Tillman,2,0,2,.000,.000
2016,Mychal,Givens,2,0,1,.000,.000
2016,Donnie,Hart,1,0,1,.000,.000
2016,Oliver,Drake,1,0,1,.000,.000
2016,Zach,Britton,0,0,0,0.0,0.0
2016,Tyler,Wilson,0,0,0,0.0,0.0
2016,Jayson,Aquino,0,0,0,0.0,0.0
2016,Parker,Bridwell,0,0,0,0.0,0.0
2016,Brian,Matusz,0,0,0,0.0,0.0
2016,Ariel,Miranda,0,0,0,0.0,0.0
2016,T.J.,McFarland,0,0,0,0.0,0.0
2016,Ashur,Tolliver,0,0,0,0.0,0.0
2016,Chaz,Roe,0,0,0,0.0,0.0
2016,Vance,Worley,0,0,0,0.0,0.0
2016,Tommy,Hunter,0,0,0,0.0,0.0
2016,Brad,Brach,0,0,0,0.0,0.0
2016,Logan,Ondrusek,0,0,0,0.0,0.0
2016,Mike,Wright,0,0,0,0.0,0.0
2016,Odrisamer,Despaigne,0,0,0,0.0,0.0
2016,Brian,Duensing,0,0,0,0.0,0.0
2016,Darren,O'Day,0,0,0,0.0,0.0
2016,Sandy,Leon,252,23,66,.369,.476
2016,Hanley,Ramirez,549,60,120,.361,.505
2016,Dustin,Pedroia,633,61,73,.376,.449
2016,Xander,Bogaerts,652,58,123,.356,.446
2016,Travis,Shaw,480,43,133,.306,.421
2016,Brock,Holt,290,27,58,.322,.383
2016,Jackie,Bradley,558,63,143,.349,.486
2016,Mookie,Betts,672,49,80,.363,.534
2016,David,Ortiz,537,80,86,.401,.620
2016,Chris,Young,203,21,50,.352,.498
2016,Christian,Vazquez,172,10,39,.277,.308
2016,Aaron,Hill,124,11,16,.287,.290
2016,Andrew,Benintendi,105,10,25,.359,.476
2016,Ryan,Hanigan,105,7,27,.230,.238
2016,Blake,Swihart,62,11,17,.365,.355
2016,Bryce,Brentz,61,3,17,.313,.377
2016,Josh,Rutledge,49,6,19,.345,.388
2016,Marco,Hernandez,51,5,10,.357,.373
2016,Bryan,Holaday,33,2,12,.257,.242
2016,Yoan,Moncada,19,1,12,.250,.263
2016,Deven,Marrero,12,2,5,.214,.083
2016,Rusney,Castillo,8,0,3,.250,.375
2016,Michael,Martinez,6,1,2,.286,.167
2016,Pablo,Sandoval,6,1,4,.143,.000
2016,Ryan,LaMarre,5,1,2,.167,.000
2016,Mike,Miller,1,0,0,.000,.000
2016,David,Price,10,1,8,.091,.000
2016,Rick,Porcello,5,0,1,.200,.200
2016,Steven,Wright,4,0,3,.000,.000
2016,Clay,Buchholz,2,1,2,.333,.000
2016,Drew,Pomeranz,2,0,2,.000,.000
2016,Eduardo,Rodriguez,2,0,2,.000,.000
2016,Carson,Smith,0,0,0,0.0,0.0
2016,Henry,Owens,0,0,0,0.0,0.0
2016,Tommy,Layne,0,0,0,0.0,0.0
2016,Koji,Uehara,0,0,0,0.0,0.0
2016,Craig,Kimbrel,0,0,0,0.0,0.0
2016,Roenis,Elias,0,0,0,0.0,0.0
2016,Robbie,Ross,0,0,0,0.0,0.0
2016,Sean,O'Sullivan,0,0,0,0.0,0.0
2016,Fernando,Abad,0,0,0,0.0,0.0
2016,Noe,Ramirez,0,0,0,0.0,0.0
2016,Junichi,Tazawa,0,0,0,0.0,0.0
2016,Pat,Light,0,0,0,0.0,0.0
2016,Heath,Hembree,0,0,0,0.0,0.0
2016,Joe,Kelly,0,0,0,0.0,0.0
2016,William,Cuevas,0,0,0,0.0,0.0
2016,Matt,Barnes,0,0,0,0.0,0.0
2016,Robby,Scott,0,0,0,0.0,0.0
2016,Brad,Ziegler,0,0,0,0.0,0.0
2016,Miguel,Montero,241,38,58,.327,.357
2016,Anthony,Rizzo,583,74,108,.385,.544
2016,Ben,Zobrist,523,96,82,.386,.446
2016,Addison,Russell,525,55,135,.321,.417
2016,Kris,Bryant,603,75,154,.385,.554
2016,Jorge,Soler,227,31,66,.333,.436
2016,Dexter,Fowler,456,79,124,.393,.447
2016,Jason,Heyward,530,54,93,.306,.325
2016,Javier,Baez,421,15,108,.314,.423
2016,Willson,Contreras,252,26,67,.357,.488
2016,David,Ross,166,30,54,.338,.446
2016,Matt,Szczur,185,13,39,.312,.400
2016,Tommy,La,148,18,27,.357,.405
2016,Chris,Coghlan,103,22,26,.391,.388
2016,Albert,Almora,112,5,20,.308,.455
2016,Tim,Federowicz,31,1,12,.212,.258
2016,Munenori,Kawasaki,21,4,5,.462,.429
2016,Jeimer,Candelario,11,2,5,.286,.091
2016,Ryan,Kalish,7,1,0,.444,.286
2016,Kyle,Schwarber,4,1,2,.200,.000
2016,Jon,Lester,59,6,18,.185,.153
2016,Jake,Arrieta,65,4,28,.304,.415
2016,Jason,Hammel,65,1,24,.258,.292
2016,John,Lackey,63,2,31,.123,.127
2016,Kyle,Hendricks,58,1,29,.167,.138
2016,Travis,Wood,11,1,5,.250,.182
2016,Mike,Montgomery,11,0,5,.091,.091
2016,Trevor,Cahill,8,1,4,.222,.125
2016,Adam,Warren,3,0,3,.000,.000
2016,Rob,Zastryzny,3,0,2,.000,.000
2016,Spencer,Patton,2,0,1,.000,.000
2016,Jake,Buchanan,1,0,1,.000,.000
2016,Carl,Edwards,1,0,1,.000,.000
2016,Joel,Peralta,1,0,1,.000,.000
2016,Clayton,Richard,1,0,0,.000,.000
2016,Pedro,Strop,1,0,0,.000,.000
2016,Hector,Rondon,1,0,1,.000,.000
2016,Justin,Grimm,0,0,0,0.0,0.0
2016,Neil,Ramirez,0,0,0,0.0,0.0
2016,Aroldis,Chapman,0,0,0,0.0,0.0
2016,Brian,Matusz,0,0,0,0.0,0.0
2016,Joe,Nathan,0,0,0,0.0,0.0
2016,Joe,Smith,0,0,0,0.0,0.0
2016,Gerardo,Concepcion,0,0,0,0.0,0.0
2016,Felix,Pena,0,0,0,0.0,0.0
2016,Dioner,Navarro,271,20,63,.267,.339
2016,Jose,Abreu,624,47,125,.353,.468
2016,Brett,Lawrie,351,30,109,.310,.413
2016,Tim,Anderson,410,13,117,.306,.432
2016,Todd,Frazier,590,64,163,.302,.464
2016,Melky,Cabrera,591,47,69,.345,.455
2016,J.B.,Shuck,224,12,21,.248,.299
2016,Adam,Eaton,619,63,115,.362,.428
2016,Avisail,Garcia,413,34,115,.307,.385
2016,Tyler,Saladino,298,13,62,.315,.409
2016,Justin,Morneau,203,12,52,.303,.429
2016,Alex,Avila,169,38,78,.359,.373
2016,Austin,Jackson,181,17,39,.318,.343
2016,Jimmy,Rollins,149,16,33,.295,.329
2016,Carlos,Sanchez,154,5,42,.236,.357
2016,Omar,Narvaez,101,14,14,.350,.337
2016,Jerry,Sands,55,3,24,.276,.291
2016,Jason,Coats,50,5,12,.298,.340
2016,Leury,Garcia,48,1,13,.260,.354
2016,Kevan,Smith,16,0,6,.125,.125
2016,Hector,Sanchez,7,1,2,.250,.143
2016,Matt,Davidson,2,0,1,.500,.500
2016,Charlie,Tilson,2,0,0,.500,.500
2016,Chris,Sale,6,0,2,.167,.167
2016,James,Shields,4,0,1,.250,.250
2016,Carlos,Rodon,3,0,2,.000,.000
2016,Anthony,Ranaudo,3,0,1,.333,1.333
2016,Jose,Quintana,2,0,1,.000,.000
2016,Mat,Latos,2,0,2,.000,.000
2016,Matt,Albers,1,0,0,1.000,2.000
2016,Miguel,Gonzalez,1,0,1,.000,.000
2016,Michael,Ynoa,0,0,0,0.0,0.0
2016,Erik,Johnson,0,0,0,0.0,0.0
2016,Matt,Purke,0,0,0,0.0,0.0
2016,Tommy,Kahnle,0,0,0,0.0,0.0
2016,Chris,Beck,0,0,0,0.0,0.0
2016,John,Danks,0,0,0,0.0,0.0
2016,Zach,Putnam,0,0,0,0.0,0.0
2016,Jacob,Turner,0,0,0,0.0,0.0
2016,Blake,Smith,0,0,0,0.0,0.0
2016,Carson,Fulmer,0,0,0,0.0,0.0
2016,Scott,Carroll,0,0,0,0.0,0.0
2016,Daniel,Webb,0,0,0,0.0,0.0
2016,Zach,Duke,0,0,0,0.0,0.0
2016,Jake,Petricka,0,0,0,0.0,0.0
2016,Dan,Jennings,0,0,0,0.0,0.0
2016,Nate,Jones,0,0,0,0.0,0.0
2016,Juan,Minaya,0,0,0,0.0,0.0
2016,David,Robertson,0,0,0,0.0,0.0
2016,Tyler,Danish,0,0,0,0.0,0.0
2016,Tucker,Barnhart,377,36,72,.323,.379
2016,Joey,Votto,556,108,120,.434,.550
2016,Brandon,Phillips,550,18,68,.320,.416
2016,Zack,Cozart,464,37,84,.308,.425
2016,Eugenio,Suarez,565,51,155,.317,.411
2016,Adam,Duvall,552,41,164,.297,.498
2016,Billy,Hamilton,411,36,93,.321,.343
2016,Jay,Bruce,370,27,83,.316,.559
2016,Scott,Schebler,257,19,59,.330,.432
2016,Jose,Peraza,241,7,33,.352,.411
2016,Ivan,De,221,17,51,.311,.312
2016,Tyler,Holt,179,23,48,.327,.296
2016,Ramon,Cabrera,171,8,30,.279,.357
2016,Tony,Renda,60,5,11,.246,.217
2016,Devin,Mesoraco,50,5,10,.218,.160
2016,Steve,Selsky,51,2,22,.340,.471
2016,Jordan,Pacheco,51,0,14,.157,.235
2016,Hernan,Iribarren,45,0,11,.311,.444
2016,Kyle,Waldrop,22,1,5,.261,.273
2016,Rafael,Lopez,7,0,3,.000,.000
2016,Patrick,Kivlehan,5,0,2,.000,.000
2016,Dan,Straily,52,2,40,.056,.019
2016,Brandon,Finnegan,53,3,18,.161,.151
2016,Anthony,DeSclafani,41,1,22,.143,.146
2016,Tim,Adleman,21,0,11,.190,.286
2016,John,Lamb,20,1,12,.095,.050
2016,Alfredo,Simon,14,1,7,.188,.071
2016,Cody,Reed,11,1,6,.083,.000
2016,Robert,Stephenson,10,0,5,.000,.000
2016,Homer,Bailey,10,1,1,.182,.100
2016,Raisel,Iglesias,11,0,2,.091,.091
2016,Josh,Smith,11,0,4,.182,.273
2016,Keyvius,Sampson,7,0,6,.000,.000
2016,Jon,Moscot,4,0,3,.200,.000
2016,Daniel,Wright,5,0,2,.000,.000
2016,Michael,Lorenzen,5,0,2,.200,.800
2016,Tim,Melville,2,0,2,.000,.000
2016,Drew,Hayes,1,0,0,.000,.000
2016,Blake,Wood,2,0,2,.000,.000
2016,Jumbo,Diaz,1,0,0,.000,.000
2016,A.J.,Morris,1,0,1,.000,.000
2016,Tony,Cingrani,0,1,0,1.000,0.0
2016,J.C.,Ramirez,0,0,0,0.0,0.0
2016,J.J.,Hoover,0,0,0,0.0,0.0
2016,Caleb,Cotham,0,0,0,0.0,0.0
2016,Wandy,Peralta,0,0,0,0.0,0.0
2016,Matt,Magill,0,0,0,0.0,0.0
2016,Abel,De,0,0,0,0.0,0.0
2016,Layne,Somsen,0,0,0,0.0,0.0
2016,Ross,Ohlendorf,0,0,0,0.0,0.0
2016,Steve,Delabar,0,0,0,0.0,0.0
2016,Dayan,Diaz,0,0,0,0.0,0.0
2016,Yan,Gomes,251,9,69,.201,.327
2016,Mike,Napoli,557,78,194,.335,.465
2016,Jason,Kipnis,610,60,146,.343,.469
2016,Francisco,Lindor,604,57,88,.358,.435
2016,Jose,Ramirez,565,44,62,.363,.462
2016,Rajai,Davis,454,33,106,.306,.388
2016,Tyler,Naquin,321,36,112,.372,.514
2016,Lonnie,Chisenhall,385,23,70,.328,.439
2016,Carlos,Santana,582,99,99,.366,.498
2016,Juan,Uribe,238,15,49,.259,.332
2016,Abraham,Almonte,182,8,42,.294,.401
2016,Roberto,Perez,153,23,44,.285,.294
2016,Chris,Gimenez,139,10,41,.272,.331
2016,Marlon,Byrd,115,11,38,.326,.452
2016,Michael,Martinez,95,3,21,.265,.316
2016,Brandon,Guyer,81,7,13,.438,.469
2016,Coco,Crisp,53,9,13,.323,.377
2016,Michael,Brantley,39,3,6,.279,.282
2016,Erik,Gonzalez,16,1,8,.353,.313
2016,Collin,Cowgill,12,2,7,.214,.083
2016,Jesus,Aguilar,6,0,1,.000,.000
2016,Adam,Moore,5,0,4,.000,.000
2016,Josh,Tomlin,5,0,2,.400,.600
2016,Corey,Kluber,4,0,3,.250,.500
2016,Trevor,Bauer,5,0,5,.000,.000
2016,Danny,Salazar,5,0,3,.000,.000
2016,Mike,Clevinger,2,0,0,.000,.000
2016,Joe,Colon,0,0,0,0.0,0.0
2016,Carlos,Carrasco,0,0,0,0.0,0.0
2016,Joba,Chamberlain,0,0,0,0.0,0.0
2016,Kyle,Crockett,0,0,0,0.0,0.0
2016,Andrew,Miller,0,0,0,0.0,0.0
2016,T.J.,House,0,0,0,0.0,0.0
2016,Tom,Gorzelanny,0,0,0,0.0,0.0
2016,Ryan,Merritt,0,0,0,0.0,0.0
2016,Cody,Allen,0,0,0,0.0,0.0
2016,Ross,Detwiler,0,0,0,0.0,0.0
2016,Austin,Adams,0,0,0,0.0,0.0
2016,Jeff,Manship,0,0,0,0.0,0.0
2016,Tommy,Hunter,0,0,0,0.0,0.0
2016,Perci,Garner,0,0,0,0.0,0.0
2016,Cody,Anderson,0,0,0,0.0,0.0
2016,Zach,McAllister,0,0,0,0.0,0.0
2016,Bryan,Shaw,0,0,0,0.0,0.0
2016,Dan,Otero,0,0,0,0.0,0.0
2016,Shawn,Armstrong,0,0,0,0.0,0.0
2016,Adam,Plutko,0,0,0,0.0,0.0
2016,Shawn,Morimando,0,0,0,0.0,0.0
2016,Nick,Hundley,289,25,65,.320,.439
2016,Mark,Reynolds,393,42,112,.356,.450
2016,DJ,LeMahieu,552,66,80,.416,.495
2016,Trevor,Story,372,35,130,.341,.567
2016,Nolan,Arenado,618,68,103,.362,.570
2016,Gerardo,Parra,368,9,73,.271,.399
2016,Charlie,Blackmon,578,43,102,.381,.552
2016,Carlos,Gonzalez,584,46,129,.350,.505
2016,Daniel,Descalso,250,34,56,.349,.424
2016,Ryan,Raburn,223,28,80,.309,.404
2016,Cristhian,Adames,225,24,47,.304,.302
2016,David,Dahl,222,15,59,.359,.500
2016,Tony,Wolters,205,21,53,.327,.395
2016,Brandon,Barnes,100,3,30,.250,.320
2016,Ben,Paulsen,92,5,27,.258,.304
2016,Dustin,Garneau,68,6,22,.293,.368
2016,Stephen,Cardullo,56,3,12,.254,.411
2016,Tom,Murphy,44,4,19,.347,.659
2016,Raimel,Tapia,38,2,11,.293,.263
2016,Pat,Valaika,19,0,8,.263,.474
2016,Jordan,Patterson,18,1,1,.474,.500
2016,Rafael,Ynoa,5,0,2,.000,.000
2016,Chad,Bettis,49,4,21,.113,.041
2016,Tyler,Chatwood,53,2,14,.218,.226
2016,Jon,Gray,47,2,30,.184,.191
2016,Jorge,De,38,2,14,.244,.184
2016,Tyler,Anderson,35,4,11,.205,.200
2016,Chris,Rusin,29,0,6,.172,.241
2016,Eddie,Butler,15,0,2,.067,.067
2016,Jeff,Hoffman,8,0,2,.000,.000
2016,Jordan,Lyles,8,0,4,.000,.000
2016,German,Marquez,6,0,3,.000,.000
2016,Christian,Bergman,3,0,0,.333,.333
2016,Gonzalez,Germen,3,0,1,.000,.000
2016,Yohan,Flande,0,0,0,0.0,0.0
2016,Justin,Miller,1,0,1,.000,.000
2016,David,Hale,0,0,0,0.0,0.0
2016,Boone,Logan,0,0,0,0.0,0.0
2016,Jason,Motte,0,0,0,0.0,0.0
2016,Jake,McGee,0,0,0,0.0,0.0
2016,Matt,Carasiti,0,0,0,0.0,0.0
2016,Scott,Oberg,0,0,0,0.0,0.0
2016,Carlos,Estevez,0,0,0,0.0,0.0
2016,Chad,Qualls,0,0,0,0.0,0.0
2016,Jason,Gurka,0,0,0,0.0,0.0
2016,Miguel,Castro,0,0,0,0.0,0.0
2016,Adam,Ottavino,0,0,0,0.0,0.0
2016,James,McCann,344,23,109,.272,.358
2016,Miguel,Cabrera,595,75,116,.393,.563
2016,Ian,Kinsler,618,45,115,.348,.484
2016,Jose,Iglesias,467,28,50,.306,.336
2016,Nick,Castellanos,411,28,111,.331,.496
2016,Justin,Upton,570,50,179,.310,.465
2016,Cameron,Maybin,349,36,69,.383,.418
2016,J.D.,Martinez,460,49,128,.373,.535
2016,Victor,Martinez,553,50,90,.351,.476
2016,Jarrod,Saltalamacchia,246,41,104,.284,.346
2016,Andrew,Romine,174,13,38,.304,.322
2016,Mike,Aviles,167,9,27,.258,.269
2016,Tyler,Collins,136,13,38,.305,.382
2016,Anthony,Gose,91,9,38,.287,.341
2016,Steven,Moya,94,5,38,.290,.500
2016,Casey,McGehee,92,3,14,.260,.239
2016,Erick,Aybar,80,11,11,.341,.350
2016,JaCoby,Jones,28,0,12,.214,.321
2016,Bobby,Wilson,13,1,3,.200,.154
2016,Dixon,Machado,10,3,4,.308,.100
2016,Alex,Presley,5,0,0,.200,.200
2016,John,Hicks,2,0,0,.500,1.000
2016,Anibal,Sanchez,6,0,3,.000,.000
2016,Justin,Verlander,5,0,2,.200,.200
2016,Jordan,Zimmermann,4,0,2,.250,.250
2016,Daniel,Norris,2,1,0,.333,.000
2016,Michael,Fulmer,2,0,2,.000,.000
2016,Shane,Greene,2,0,0,.000,.000
2016,Bobby,Parnell,0,0,0,0.0,0.0
2016,Buck,Farmer,0,0,0,0.0,0.0
2016,Bruce,Rondon,0,0,0,0.0,0.0
2016,Francisco,Rodriguez,0,0,0,0.0,0.0
2016,Kyle,Ryan,0,0,0,0.0,0.0
2016,Joe,Mantiply,0,0,0,0.0,0.0
2016,Matt,Boyd,0,0,0,0.0,0.0
2016,Drew,VerHagen,0,0,0,0.0,0.0
2016,Alex,Wilson,0,0,0,0.0,0.0
2016,Dustin,Molleken,0,0,0,0.0,0.0
2016,Blaine,Hardy,0,0,0,0.0,0.0
2016,Logan,Kensing,0,0,0,0.0,0.0
2016,Warwick,Saupold,0,0,0,0.0,0.0
2016,Justin,Wilson,0,0,0,0.0,0.0
2016,Mike,Pelfrey,0,0,0,0.0,0.0
2016,Mark,Lowe,0,0,0,0.0,0.0
2016,Jason,Castro,329,45,123,.307,.377
2016,Marwin,Gonzalez,484,22,118,.293,.401
2016,Jose,Altuve,640,60,70,.396,.531
2016,Carlos,Correa,577,75,139,.361,.451
2016,Luis,Valbuena,292,44,81,.357,.459
2016,Colby,Rasmus,369,43,121,.286,.355
2016,Carlos,Gomez,295,21,100,.272,.322
2016,George,Springer,644,88,178,.359,.457
2016,Evan,Gattis,447,43,127,.319,.508
2016,Jake,Marisnick,287,16,83,.257,.331
2016,Tyler,White,249,23,65,.286,.378
2016,Alex,Bregman,201,15,52,.313,.478
2016,Preston,Tucker,134,8,40,.222,.328
2016,A.J.,Reed,122,18,48,.270,.262
2016,Yuli,Gurriel,130,5,12,.292,.385
2016,Tony,Kemp,120,14,27,.296,.325
2016,Teoscar,Hernandez,100,11,28,.304,.420
2016,Danny,Worth,39,1,6,.200,.231
2016,Erik,Kratz,29,1,14,.100,.103
2016,Colin,Moran,23,1,8,.200,.174
2016,Max,Stassi,13,0,5,.077,.077
2016,Matt,Duffy,3,0,2,.000,.000
2016,Collin,McHugh,6,0,2,.000,.000
2016,Doug,Fister,5,0,1,.200,.200
2016,Lance,McCullers,3,0,0,.333,.333
2016,Scott,Feldman,2,0,2,.000,.000
2016,Dallas,Keuchel,2,0,0,.000,.000
2016,Joe,Musgrove,0,0,0,0.0,0.0
2016,Pat,Neshek,0,0,0,0.0,0.0
2016,Kevin,Chapman,0,0,0,0.0,0.0
2016,Mike,Fiers,0,0,0,0.0,0.0
2016,Josh,Fields,0,0,0,0.0,0.0
2016,Ken,Giles,0,0,0,0.0,0.0
2016,Brady,Rodgers,0,0,0,0.0,0.0
2016,Chris,Devenski,0,0,0,0.0,0.0
2016,Tony,Sipp,0,0,0,0.0,0.0
2016,Will,Harris,0,0,0,0.0,0.0
2016,Jandel,Gustave,0,0,0,0.0,0.0
2016,James,Hoyt,0,0,0,0.0,0.0
2016,Brad,Peacock,0,0,0,0.0,0.0
2016,Michael,Feliz,0,0,0,0.0,0.0
2016,Luke,Gregerson,0,0,0,0.0,0.0
2016,David,Paulino,0,0,0,0.0,0.0
2016,Salvador,Perez,514,22,119,.288,.438
2016,Eric,Hosmer,605,57,132,.328,.433
2016,Whit,Merrifield,311,19,72,.323,.392
2016,Alcides,Escobar,637,27,96,.292,.350
2016,Cheslor,Cuthbert,475,32,96,.318,.413
2016,Alex,Gordon,445,52,148,.312,.380
2016,Lorenzo,Cain,397,31,84,.339,.408
2016,Paulo,Orlando,457,13,105,.329,.405
2016,Kendrys,Morales,558,48,120,.327,.468
2016,Jarrod,Dyson,299,26,39,.340,.388
2016,Christian,Colon,147,11,31,.294,.293
2016,Omar,Infante,134,9,23,.279,.321
2016,Adalberto,Mondesi,135,6,48,.231,.281
2016,Drew,Butera,123,8,36,.328,.480
2016,Mike,Moustakas,104,9,13,.301,.500
2016,Brett,Eibner,78,6,23,.286,.423
2016,Rey,Fuentes,41,3,8,.364,.341
2016,Billy,Burns,37,0,7,.275,.243
2016,Hunter,Dozier,19,2,8,.286,.263
2016,Daniel,Nava,11,1,4,.167,.182
2016,Tony,Cruz,4,0,3,.000,.000
2016,Terrance,Gore,3,0,1,.000,.000
2016,Danny,Duffy,5,0,1,.200,.200
2016,Edinson,Volquez,5,0,3,.000,.000
2016,Dillon,Gee,1,0,0,.000,.000
2016,Yordano,Ventura,3,0,2,.333,.333
2016,Ian,Kennedy,3,0,2,.000,.000
2016,Chris,Young,1,0,0,.000,.000
2016,Scott,Alexander,0,0,0,0.0,0.0
2016,Joakim,Soria,0,0,0,0.0,0.0
2016,Kris,Medlen,0,0,0,0.0,0.0
2016,Brooks,Pounders,0,0,0,0.0,0.0
2016,Matt,Strahm,0,0,0,0.0,0.0
2016,Chien-Ming,Wang,0,0,0,0.0,0.0
2016,Brian,Flynn,0,0,0,0.0,0.0
2016,Kelvin,Herrera,0,0,0,0.0,0.0
2016,Alec,Mills,0,0,0,0.0,0.0
2016,Peter,Moylan,0,0,0,0.0,0.0
2016,Kevin,McCarthy,0,0,0,0.0,0.0
2016,Luke,Hochevar,0,0,0,0.0,0.0
2016,Jason,Vargas,0,0,0,0.0,0.0
2016,Wade,Davis,0,0,0,0.0,0.0
2016,Carlos,Perez,268,12,49,.244,.325
2016,C.J.,Cron,407,24,75,.325,.467
2016,Johnny,Giavotella,346,13,39,.287,.376
2016,Andrelton,Simmons,448,28,38,.324,.366
2016,Yunel,Escobar,517,40,67,.355,.391
2016,Rafael,Ortega,185,13,23,.283,.292
2016,Mike,Trout,549,116,137,.441,.550
2016,Kole,Calhoun,594,67,118,.348,.438
2016,Albert,Pujols,593,49,75,.323,.457
2016,Jefry,Marte,258,18,59,.310,.481
2016,Jett,Bandy,209,11,38,.281,.392
2016,Gregorio,Petit,204,15,51,.299,.348
2016,Cliff,Pennington,172,13,55,.265,.308
2016,Daniel,Nava,119,9,26,.309,.303
2016,Ji-Man,Choi,112,16,27,.271,.339
2016,Shane,Robinson,98,10,17,.257,.235
2016,Nick,Buss,81,6,24,.247,.346
2016,Kaleb,Cowart,85,0,23,.184,.259
2016,Geovany,Soto,78,6,21,.321,.487
2016,Craig,Gentry,34,3,6,.237,.176
2016,Todd,Cunningham,27,1,6,.179,.259
2016,Juan,Graterol,14,0,3,.286,.429
2016,Brendan,Ryan,13,0,7,.077,.077
2016,Jered,Weaver,9,0,4,.000,.000
2016,Hector,Santiago,3,0,1,.333,.333
2016,Nick,Tropeano,2,0,1,.000,.000
2016,Matt,Shoemaker,2,0,1,.000,.000
2016,Ricky,Nolasco,1,1,0,.500,.000
2016,Jhoulys,Chacin,2,0,0,.500,.500
2016,Jose,Alvarez,1,0,0,.000,.000
2016,J.C.,Ramirez,0,0,0,0.0,0.0
2016,Deolis,Guerra,0,0,0,0.0,0.0
2016,Brett,Oberholtzer,0,0,0,0.0,0.0
2016,Alex,Meyer,0,0,0,0.0,0.0
2016,Javy,Guerra,0,0,0,0.0,0.0
2016,Cody,Ege,0,0,0,0.0,0.0
2016,Andrew,Bailey,0,0,0,0.0,0.0
2016,Greg,Mahle,0,0,0,0.0,0.0
2016,Andrew,Heaney,0,0,0,0.0,0.0
2016,Daniel,Wright,0,0,0,0.0,0.0
2016,Huston,Street,0,0,0,0.0,0.0
2016,Tim,Lincecum,0,0,0,0.0,0.0
2016,A.J.,Achter,0,0,0,0.0,0.0
2016,Tyler,Skaggs,0,0,0,0.0,0.0
2016,Fernando,Salas,0,0,0,0.0,0.0
2016,Joe,Smith,0,0,0,0.0,0.0
2016,David,Huff,0,0,0,0.0,0.0
2016,Mike,Morin,0,0,0,0.0,0.0
2016,Al,Alburquerque,0,0,0,0.0,0.0
2016,Cory,Rasmus,0,0,0,0.0,0.0
